words,tags
Chọn loại hoá_đơn điều_chỉnh .,O O B-VOUCHER_TYPE O O
"Ngày 15/9 , công_ty đã thanh_toán bằng chuyển_khoản 30.000.000 đồng , ngân_hàng đã có Giấy_báo Nợ số BN 1200 .",B-DATE I-DATE O O O O O O B-MONEY I-MONEY O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O
"Xử_lý hoá_đơn , phiếu xuất kho có trạng_thái Từ_chối cấp mã .",O B-VOUCHER_TYPE O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O
Danh_mục nguyên_vật_liệu tồn_kho : Nguyên_liệu C ; Trị_giá sổ kế_toán : 260.000.000 đồng ; Trị_giá kiểm_kê : 275.000.000 đồng ; Nguyên_nhân : Xuất phiếu cho phân_xưởng ; Quyết_định xử_lý : Xuất bổ_sung cho đủ .,O O O O O O O O O O O B-MONEY I-MONEY O O O O B-MONEY I-MONEY O O O O O O O O O O O O O O O O
"Giúp_Kế toán không mất thời_gian , công_sức để nhận , kiểm_tra tính hợp_lệ , hợp_pháp của từng hoá_đơn đầu_vào cũng như mất thời_gian nhập liệu vào phần_mềm .",O O O O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O O
Năm thứ : 4 ; Mức khấu_hao hàng tháng : 90.000 đồng,O O O O O O O O O O B-MONEY I-MONEY
Chỉ cần thực_hiện một lần cho mỗi máy_tính,O O O O O O O O
Nhấn_Gửi .,O O
Chọn Hoá_đơn muốn lập chứng_từ ( có_thể chọn cùng lúc nhiều Hoá_đơn để lập chứng_từ hàng_loạt bằng cách giữ phím Ctrl ) .,O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O O O
Giả_định Công_ty cổ_phần thực_phẩm Thiên_Hương không ghi_nhận doanh_thu giữa các khâu trong nội_bộ và đơn_vị nội_bộ Đơn_vị chiến_lược kinh_doanh số 2 không được phân_cấp hạch_toán đến kết_quả kinh_doanh sau thuế .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Nhấn_Chạy / Tiếp_tục .,O O O O
"Các bước lập hoá_đơn thực_hiện như bình_thường , người dùng lưu_ý trên hoá_đơn GTGT phải thể_hiện rõ khoản chiết_khấu thương_mại .",O O O B-VOUCHER_TYPE O O O O O O O O B-VOUCHER_TYPE B-TAX_TYPE O O O O O O O
Năm thứ : 3 ; Khấu_hao luỹ kế cuối năm : 7.840.000 đồng,O O O O O O O O O O O B-MONEY I-MONEY
"Nhấn chọn Phân_bổ chiết_khấu , nếu chỉ có giá_trị chiết_khấu chung cho cả hoá_đơn .",O O O O O O O O O O O O O B-VOUCHER_TYPE O
"Hoặc nếu đã Lập biên_bản huỷ hoá_đơn điện_tử thì vào tab Xoá hoá_đơn , nhấn Lập chứng_từ xoá hoá_đơn trên dòng biên_bản huỷ tương_ứng .",O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O B-VOUCHER_TYPE O O O O O B-VOUCHER_TYPE O O O O O O
"Hoá_đơn gốc ghi sai thông_tin số_lượng hàng_hoá : Số_lượng ghi trên hoá_đơn 50 , số_lượng đúng là 75 .",B-VOUCHER_TYPE O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O
Đặt lại Tên mẫu .,O O O O O
Lập biên_bản huỷ hoá_đơn điện_tử,O O O B-VOUCHER_TYPE I-VOUCHER_TYPE
Chọn loại chứng_từ mua hàng cần lập là Mua hàng nhập_khẩu không qua kho .,O O O O O O O O O O O O O O O
Lập và phát_hành phiếu xuất kho kiêm vận_chuyển nội_bộ,O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O
Bước 3 : Huỷ hoá_đơn giấy đã thông_báo phát_hành nhưng chưa sử_dụng hết,O O O O B-VOUCHER_TYPE O O O O O O O O
"Chọn phương_thức phân_bổ , nhấn Phân_bổ .",O O O O O O O
Lập và phát_hành phiếu xuất kho kiêm vận_chuyển nội_bộ trên meInvoice Web .,O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O
Lệ_phí trước_bạ chi_bằng tiền_mặt 2.500.000 đồng .,O O O O B-MONEY I-MONEY O
"Từ phiên_bản R17 , trong vòng 7 ngày kể từ ngày cập_nhật , phần_mềm tự_động kiểm_tra các hoá_đơn có trạng_thái "" Từ_chối cấp mã "" và update lại trạng_thái phát_hành mới nhất của hoá_đơn theo meInvoice .",O O O O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O
"( Trong trường_hợp các hoá_đơn này được cơ_quan thuế hỗ_trợ cấp lại mã hoặc trả thông_điệp hợp_lệ do 1 số lỗi như : Không tìm thấy cơ_quan thuế quản_lý , Lỗi trạng_thái MST , MST không khớp serial đăng_ký , … )",O O O O B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Ngày 20/7/2020 , Công_ty C & AE xuất kho thành_phẩm A đem gửi bán 2.000 sản_phẩm với giá xuất kho là 100.000 đồng / sản_phẩm và giá bán chưa thuế GTGT 10% là 150.000 đồng / sản_phẩm cho công_ty B theo hợp_đồng .",B-DATE I-DATE O O O O O O O O O O O O O O O O O O O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O O O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE O B-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE I-UNIT_PRICE O O O O B-VOUCHER_TYPE O
"Khai_báo thêm các thông_tin trên đơn mua hàng như : nhà_cung_cấp , ngày đơn hàng , số_lượng hàng cần mua , ...",O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O
"Không tích chọn Sử_dụng dịch_vụ hoá_đơn điện_tử theo Nghị_định 51/2010/NĐ-CP: Chương_trình tự_động tích chọn Sử_dụng dịch_vụ hoá_đơn điện_tử theo Nghị_định 123/2020/NĐ-CP , thông_tư 78/2021/TT-BTC.",O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O
"Cách 1 : Cập_nhật trạng_thái , số hoá_đơn_từ meInvoice",O O O O O O O O O
Công_suất thiết_kế của máy_ủi này là 30 m3 / giờ .,O O O O O O O O O O O
Thực_hiện theo 4 bước :,O O O O O
Kế_toán căn_cứ vào Giấy_báo Nợ của ngân_hàng ghi sổ nghiệp_vụ kể trên .,O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O
Xem chi_tiết tại đây,O O O O
Khi nhận tiền ứng trước của doanh_nghiệp giao uỷ_thác nhập_khẩu,O O O O O O O O O O
Chi_phí_sản_xuất chung : 1.700.000.000 đồng .,O O O B-MONEY I-MONEY O
"Khi phát_hành hoá_đơn điện_tử , người dùng gặp lỗi không sử_dụng được chứng_thư số .",O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O
Các bước lập bảng tổng_hợp dữ_liệu hoá_đơn điện_tử,O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE
Lấy dữ_liệu hoá_đơn từ phần_mềm SME sang meInvoice .,O O B-VOUCHER_TYPE O O O O O O
Thời_gian đầu_tư xây_dựng dự_kiến hoàn thfnh toà tháp đôi đến khi đi vào hoạt_động là 3 năm .,O O O O O O O O O O O O O O O O O O
Trước khi bắt_đầu sử_dụng,O O O O
"Lưu_ý : Phần_mềm đáp_ứng lập chứng_từ từ hoá_đơn điện_tử phát_hành theo Nghị_định 51/2010/NĐ-CP , Nghị_định 123/2020/NĐ-CP , và hoá_đơn điện_tử áp_dụng giảm thuế GTGT theo Nghị_quyết 43/2022/QH15 ( nếu có ) .",O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O B-TAX_TYPE I-TAX_TYPE O O O O O O O O
"Điều_chuyển tài_sản khi chia , tách , hợp_nhất , sáp_nhập , chuyển_đổi loại_hình doanh_nghiệp .",O O O O O O O O O O O O O O O
"Khai_báo giá_trị âm đơn_giá giảm và các giá_trị liên_quan thay_đổi khi đơn_giá giảm gồm : Thành tiền , Tổng tiền hàng , Tiền thuế GTGT , Tổng tiền thanh_toán .",O O O O O O O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O O O O O
Nếu chi_nhánh là đơn_vị hạch_toán phụ_thuộc không ghi_nhận doanh_thu thì :,O O O O O O O O O O O
"Tại đây , người dùng có_thể xem hoá_đơn trước khi phát_hành bằng cách nhấn Xem hoá_đơn hàng_loạt .",O O O O O O O B-VOUCHER_TYPE O O O O O O O B-VOUCHER_TYPE O O
Xuất kho dụng_cụ C có trị_giá 40.000.000 đồng cho bộ_phận bán hàng .,O O O O O O B-MONEY I-MONEY O O O O O
"Thực_hiện bù_trừ công_nợ phải thu và công_nợ phải trả của một đối_tượng ( khách_hàng , nhà_cung_cấp , nhân_viên ) vừa là khách_hàng , vừa là nhà_cung_cấp , ...",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Cần xác_định hình_thức hoá_đơn doanh_nghiệp sử_dụng là "" có mã "" hay "" không có mã "" .",O O O B-VOUCHER_TYPE O O O O O O O O O O O O O O
Nhấn_Ký điện_tử để ký số lên mẫu hoá_đơn .,O O O O O O O B-VOUCHER_TYPE O
"Đối_với hoá_đơn có mã cơ_quan thuế ( cơ_quan thuế ) , sau khi nhận được phản_hồi từ cơ_quan thuế về yêu_cầu cấp mã , phần_mềm sẽ tự_động cập_nhật trạng_thái trên danh_sách hoá_đơn tương_ứng với từng trường_hợp :",O B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O
"Thuế_suất thuế xuất_khẩu 2% , đã nộp thuế .",O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE O O O O O
"Các chứng_từ có_thể lấy bao_gồm : Chứng_từ mua hàng , Trả lại hàng mua , Hoá_đơn tài_chính , Chứng_từ bán hàng , Chứng_từ đổi trả .",O O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O O
Thực_hiện theo 1 trong 3 trường_hợp :,O O O O O O O
Nhấn_OK .,O O
Phần_mềm gửi trả thông_báo :,O O O O O
Đẩy dữ_liệu tự_động : Chương_trình sẽ tự_động Đánh_dấu chuyển cho tất_cả chứng_từ thuộc loại đã chọn,O O O O O O O O O O O O O O O O
"Vào tháng 5/2022 , Công_ty C & AE có vay với số tiền 100.000.000 đồng để thanh_toán cho nhà_cung_cấp do trước_đây Công_ty có mua chịu Nguyên_vật_liệu .",O B-DATE I-DATE O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O O O
Lập Đề_nghị sử_dụng hoá_đơn gửi cho cơ_quan thuế để được chấp_thuận sử_dụng hoá_đơn,O O O B-VOUCHER_TYPE O O O O O O O O B-VOUCHER_TYPE
"Số đã trả / Giảm trừ hoá Đơn : bằng tổng_số tiền đã trả / giảm trừ của các chứng_từ ghi giảm công_nợ trực_tiếp cho chứng_từ công_nợ phải trả như ( chứng_từ thanh_toán , đối trừ , bù_trừ công_nợ , trả lại , giảm_giá chọn trực_tiếp chứng_từ công_nợ phải trả , ... )",O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Trên SME , người dùng vào phân hệ Bán hàng \ Tab_Đề nghị ghi_nhận doanh_thu lấy hoá_đơn về hạch_toán .",O O O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O
"Trường_hợp chưa khai_báo , có_thể nhập trực_tiếp trên chứng_từ .",O O O O O O O O O O
Tích chọn chứng_từ mua hàng nhập_khẩu cần nộp thuế .,O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O
Phát_hành hoá_đơn điện_tử trên danh_sách Xuất hoá_đơn .,O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O B-VOUCHER_TYPE O
Chọn_Tiện ích \ Lập từ Đơn mua hàng trên thanh công_cụ .,O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O
"Hoá_đơn gốc ghi sai Mã_số thuế người mua : Mã_số thuế trên hoá_đơn 0108024302 , mã_số thuế đúng 0108024302-001",B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O
"Biết rằng , Công_ty CP tập_đoàn xây_dựng Hoà_Bình thực_hiện công_tác kế_toán theo phương_pháp kê_khai thường_xuyên - kế_toán BĐS đầu_tư theo phương_pháp nguyên giá và thuế GTGT theo phương_pháp khấu_trừ .",O O O O O O O O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O O O O
1 kí_tự tiếp_theo hiển_thị số liên của hoá_đơn ( 3 ) .,O O O O O O O B-VOUCHER_TYPE O O O O
Khai_báo hoá_đơn GTGT .,O B-VOUCHER_TYPE B-TAX_TYPE O
Chi_phí dịch_vụ mua ngoài thanh_toán bằng tiền gửi ngân_hàng theo giá hoá_đơn có cả thuế GTGT 10% dùng cho phân_xưởng sản_xuất là 15.400.000 đồng .,O O O O O O B-ACCOUNT_NAME I-ACCOUNT_NAME I-ACCOUNT_NAME O O B-VOUCHER_TYPE O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE O O O O O B-MONEY I-MONEY O
"Sau khi khai_báo xong , nhấn Cất .",O O O O O O O O
Có_thể Sửa / Xoá_HĐ và gửi lên SInvoice phát_hành lại,O O O O O O O O O O
Những người tự_nguyện nghỉ_việc sẽ thực_hiện đăng_ký tại phòng nhân_sự trước ngày 31/01/2020 .,O O O O O O O O O O O B-DATE I-DATE O
Người bán lập hoá_đơn điều_chỉnh giảm như bình_thường kèm bảng kê các hoá_đơn được chiết_khấu .,O O O B-VOUCHER_TYPE O O O O O O O O B-VOUCHER_TYPE O O O
Cập_nhật mẫu hoá_đơn đã khởi tạo trên MISA meInvoice về MISA SME .,O O B-VOUCHER_TYPE O O O O O O O O O O
Trên giao_diện kết_nối thành_công phần_mềm hoá_đơn điện_tử .,O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
Hoá_đơn điều_chỉnh tăng đơn_giá bán hàng_hoá hiển_thị các thông_tin điều_chỉnh tương_ứng .,B-VOUCHER_TYPE O O O O O O O O O O O
"Doanh_nghiệp ABC hạch_toán thuế GTGT theo phương_pháp khấu_trừ , áp_dụng phương_pháp kê_khai thường_xuyên để hạch_toán hàng tồn_kho , các nghiệp_vụ thanh_toán thực_hiện qua ngân_hàng , có số_liệu như sau về tình_hình nhập - xuất công_cụ dụng_cụ .",O O O B-TAX_TYPE I-TAX_TYPE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Thông_tin Tồn cuối kỳ : Xác_định theo công_thức Tồn cuối kỳ = Số tồn_quỹ đến hiện_tại + Tổng_Thu - Tổng_Chi .,O O O O O O O O O O O O O O O O O O O O O
Các chi_phí bỏ ra trong quá_trình thanh_lý đã trả bằng tiền_mặt bao_gồm cả thuế GTGT 10% là 5.500.000 đồng .,O O O O O O O O O O B-ACCOUNT_NAME O O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE O B-MONEY I-MONEY O
"Cấp số hoá_đơn : Kế_toán thiết_lập các thông_tin Mẫu_số hoá_đơn , Ký_hiệu hoá_đơn , Ngày hoá_đơn muốn phát_hành .",O O O O O O O O O B-VOUCHER_TYPE O O B-VOUCHER_TYPE O O B-VOUCHER_TYPE O O O
"Trích tài_liệu kế_toán tại Công_ty X ( đơn_vị giao hàng đại_lý ) và Công_ty Y ( đơn_vị nhận đại_lý bán đúng giá hưởng hoa_hồng ) , cả 2 công_ty đều áp_dụng phương_pháp kê_khai thường_xuyên để kế_toán hàng tồn_kho , kê_khai và nộp thuế GTGT theo phương_pháp khấu_trừ với thuế_suất 10% , thực_hiện thanh_toán qua ngân_hàng .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-TAX_TYPE I-TAX_TYPE O O O O O B-TAX_RATE O O O O O O
Kế_toán phải được phân_quyền sử_dụng chức_năng Hoá_đơn bán_lẻ xăng_dầu trong nghiệp_vụ Bán hàng trên chi_nhánh và sổ đang làm_việc thì mới có_thể thực_hiện được chức_năng này .,O O O O O O B-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O
Thanh_lý tài_sản_cố_định hữu_hình được hình_thành từ nguồn kinh_phí sự_nghiệp và đang sử_dụng cho hoạt_động sự_nghiệp có nguyên giá 900.000.000 đồng .,O O O O O O O O O O O O O O O O O O B-MONEY I-MONEY O
Nhấn_Cài đặt .,O O O
Kế_toán thanh_toán ngân_hàng nhận tiền từ thủ_quỹ để ra ngân_hàng nộp tiền vào tài_khoản .,O O O O O O O O O O O O O O O
STT : 3 ; Loại tài_sản_cố_định : C ; Nguyên giá tài_sản_cố_định : 800.000.000 đồng ; Đơn_vị sử_dụng tài_sản_cố_định : Phân_xưởng sản_xuất ; Phương_pháp khấu_hao tài_sản_cố_định : Khấu_hao theo số_dư giảm dần có điều_chỉnh ; Thời_gian sử_dụng : 4 năm ; Số năm đang sử_dụng : 3 năm .,O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In ra để phục_vụ cho công_tác Nộp hồ_sơ đăng_ký sử_dụng hoá_đơn điện_tử .,O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
Hướng_dẫn lập Biên_bản huỷ hoá_đơn điện_tử để gửi cho người mua theo đúng quy_định tại Nghị_định 51/2010/NĐ-CP và Nghị_định 123/2020/NĐ-CP trong trường_hợp : Hoá_đơn điện_tử đã phát_hành và gửi cho người mua nhưng phát_hiện có sai_sót .,O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O
Chi_phí khác chưa thanh_toán 1.100.000 ( đã gồm 10% thuế GTGT ) .,O O O O B-MONEY O O O B-TAX_RATE B-TAX_TYPE I-TAX_TYPE O O
Quy_định về cách đánh_số hoá_đơn,O O O O B-VOUCHER_TYPE
Chi_phí dự_toán ban_đầu của nhà_thầu là 8.000 triệu đồng .,O O O O O O B-MONEY I-MONEY I-MONEY O
"Lưu_ý : Nếu không_kích hoạt giấy_phép sử_dụng ngay mà nhấn Để sau , người dùng có_thể thực_hiện kích_hoạt giấy_phép sử_dụng tại Menu_Trợ giúp \ Đăng_ký giấy_phép sử_dụng .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Tỷ_giá giao_dịch thực_tế giữa đồng Việt_Nam và đồng Euro ngày 5/1/2020 là 1 EUR = 26.301 VND .,O O O O O O O O O B-DATE I-DATE O O O O B-MONEY I-MONEY O
Khai_báo các thông_tin cần_thiết để khởi tạo_mẫu hoá_đơn .,O O O O O O O B-VOUCHER_TYPE O
Nhập tài_khoản kết_nối dịch_vụ hoá_đơn điện_tử EasyInvoice .,O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O
Kế_toán các nghiệp_vụ thanh_toán uỷ_thác nhập_khẩu :,O O O O O O O
"MISA hỗ_trợ chuyển_đổi hoá_đơn điện_tử theo Nghị_định 123/2020/NĐ-CP , Thông_tư 78/2021/TT-BTC , nếu cần hãy đăng_ký ngay .",O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O
Lưu_ý : Việc lập chứng_từ bán hàng sau khi lập hoá_đơn GTGT còn được thực_hiện bằng cách :,O O O O O O O O O O B-VOUCHER_TYPE B-TAX_TYPE O O O O O O
Tải phim hướng_dẫn tại đây .,O O O O O O
""" 2 C 22 TBB "" - là hoá_đơn bán hàng có mã của cơ_quan thuế được lập năm 2022 và là hoá_đơn điện_tử do doanh_nghiệp , tổ_chức , hộ cá_nhân kinh_doanh ký sử_dụng với cơ_quan thuế ;",O O O O O O O O B-VOUCHER_TYPE O O O O O O O O O B-DATE I-DATE O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O
"Căn_cứ vào giấy_báo Nợ , kế_toán thanh_toán hạch_toán ghi_nhận khoản vay đã được trả vào sổ kế_toán , đồng_thời ghi sổ tiền gửi ngân_hàng .",O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O
Nhân_viên mua hàng giao lại hàng cùng hoá hàng trả lại cho nhà_cung_cấp .,O O O O O O O O O O O O O O
"Ngày 25/8 , mua vật iệu B của doanh_nghiệp Y , vật_liệu chưa về nhập kho .",B-DATE I-DATE O O O O O O O O O O O O O O O
Nhập_Tổng chi_phí mua hàng .,O O O O O
"Kế_toán kho lập Phiếu nhập kho , chuyển Thủ_kho nhập kho và ghi sổ kho .",O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
"Mua nguyên_liệu B về nhập kho có giá mua 150.000.000 đồng , thuế_suất GTGT 10% , đã thanh_toán .",O O O O O O O O O B-MONEY I-MONEY O O B-TAX_TYPE B-TAX_RATE O O O O
STT : 6 ; Loại tài_sản_cố_định : F ; Nguyên giá tài_sản_cố_định : 700.000.000 đồng ; Đơn_vị sử_dụng tài_sản_cố_định : Bộ_phận bán hàng ; Phương_pháp khấu_hao tài_sản_cố_định : Khấu_hao nhanh ; Thời_gian sử_dụng : 7 năm ; Số năm đang sử_dụng : 3 năm .,O O O O O O O O O O O O O B-MONEY I-MONEY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Nhấn_Phát hành hoá_đơn điện_tử .,O O B-VOUCHER_TYPE I-VOUCHER_TYPE O
"Trường_hợp Nhà_cung_cấp đã có trong danh_mục nhà_cung_cấp nhưng vẫn không lấy được thông_tin lên chứng_từ mua hàng , thì cần kiểm_tra lại xem thông_tin Mã_số thuế và tên Nhà_cung_cấp khai_báo trên danh_mục đã chính_xác chưa để chỉnh_sửa lại cho đúng , sau đó chọn lại Nhà_cung_cấp trong danh_mục .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Ngày 2/10 : Thu tiền hàng bằng tiền_mặt , phiếu thu số 01510 , số tiền 16.500.000 đồng .",B-DATE I-DATE O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O B-MONEY I-MONEY O
Thiết_lập khoảng thời_gian tìm_kiếm hoá_đơn muốn lập biên_bản huỷ .,O O O O B-VOUCHER_TYPE O O O O O
Hạch_toán chi_phí vận_chuyển hàng về kho,O O O O O O
"Vào phân hệ Bán hàng , chọn Hoá_đơn",O O O O O O O B-VOUCHER_TYPE
Người dùng có_thể thực_hiện phát_hành từng hoá_đơn điện_tử theo 1 trong 3 cách sau :,O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O O
Đăng_nhập vào phần_mềm EasyInvoice để phát_hành hoá_đơn điều_chỉnh được gửi từ MISA SME.NET sang .,O O O O O O B-VOUCHER_TYPE O O O O O O O O
Chỉ_tiêu : Thành_phẩm ; Công_đoạn 3 : 125.000.000 đồng .,O O O O O O O B-MONEY I-MONEY O
"Thiết_lập cách hiển_thị thông_tin Số_lượng , Đơn_giá , Thuế_suất , Tiền thuế trên mẫu hoá_đơn ( Link sửa mẫu / 2/1 )",O O O O O O O O O O O O O O B-VOUCHER_TYPE O O O O O O O
Ngày 21/6 : Tạm_ứng cho nhân_viên đi mua công_cụ dụng_cụ bằng tiền_mặt trị_giá 9.000.000 đồng .,B-DATE I-DATE O O O O O O O O O O O B-MONEY I-MONEY O
Chuyển thành hoá_đơn giấy : cho_phép thực_hiện chức_năng Chuyển thành hoá_đơn giấy / Chuyển thành hoá_đơn giấy hàng_loạt .,O O B-VOUCHER_TYPE O O O O O O O B-VOUCHER_TYPE O O O O B-VOUCHER_TYPE O O O
Chức_năng này chỉ có_thể thực_hiện được khi có kết_nối internet .,O O O O O O O O O O O
"( Chi_tiết hướng_dẫn phân_quyền , xem tại đây )",O O O O O O O O O
"Nếu thông_tin này trống , người dùng cần kiểm_tra lại dữ_liệu mẫu hoá_đơn trong phân hệ Hoá_đơn điện_tử \ tab Mẫu hoá_đơn để cập_nhật dữ_liệu từ meInvoice hoặc khởi tạo_mẫu hoá_đơn mới .",O O O O O O O O O O O O B-VOUCHER_TYPE O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O B-VOUCHER_TYPE O O O O O O O O B-VOUCHER_TYPE O O
Chuyển_đổi từ hoá_đơn điện_tử theo Nghị_định 51/2010/NĐ-CP sang hoá_đơn điện_tử theo Nghị_định 123/2020/NĐ-CP trên meInvoice Web,O O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O
Người dùng có_thể nhập_khẩu hàng_loạt hoá_đơn từ file excel như sau :,O O O O O B-VOUCHER_TYPE O O O O O O
Huỷ hoá_đơn : cho_phép thực_hiện chức_năng Huỷ hoá_đơn,O B-VOUCHER_TYPE O O O O O B-VOUCHER_TYPE
Kế_toán phải tự_lập bổ_sung như sau :,O O O O O O O
"Tại giao_diện lập chứng_từ bán hàng , người dùng cần lưu_ý như sau :",O O O O O O O O O O O O O O
Lập biên_bản huỷ hoá_đơn điện_tử theo Nghị_định 51/2010/NĐ-CP,O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O O O
Ngày 25/12/2018 Công_ty có thông_báo kế_hoạch chính_thức tới những người liên_quan .,B-DATE I-DATE O O O O O O O O O O
"Vào phân hệ Ngân_hàng , chọn Chuyển tiền nội_bộ ( hoặc vào tab Thu , chi tiền , nhấn Thêm \ Chuyển tiền nội_bộ ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O
"Khi hàng về đến cảng , nhân_viên mua hàng sẽ lập tờ khai hải_quan và xuất_trình các giấy_tờ liên_quan ( tờ khai , hợp_đồng , vận_đơn , hoá_đơn vận_chuyển … ) .",O O O O O O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE I-VOUCHER_TYPE O O O O O O B-VOUCHER_TYPE I-VOUCHER_TYPE O B-VOUCHER_TYPE O B-VOUCHER_TYPE O B-VOUCHER_TYPE O O O O
Tại tab Chi_phí : chương_trình sẽ tự_động lấy giá_trị chi_phí mua hàng ở tab Hàng tiền sang .,O O O O O O O O O O O O O O O O O O
Chứng_từ trả lại hàng mua,O O O O O
Lưu_ý : Bỏ tích chọn Tự_động tính_toán số tiền theo công_thức để phục_vụ việc chỉ khai_báo các thông_tin cần điều_chỉnh .,O O O O O O O O O O O O O O O O O O O O O
Thuế_suất thuế_thu_nhập doanh_nghiệp 22% .,O B-TAX_TYPE I-TAX_TYPE B-TAX_RATE O
Thành_phẩm có đơn_giá bán trên thị_trường là 200.000 đồng ( chưa bao_gồm 10% thuế GTGT ) .,O O O O O O O B-MONEY I-MONEY O O O B-TAX_RATE B-TAX_TYPE I-TAX_TYPE O O
Xuất kho công_cụ - dụng_cụ : 5.000.000 đồng .,O O O O O O B-MONEY I-MONEY O
"Căn_cứ vào Tờ khai thuế GTGT , thu_nhập doanh_nghiệp , TNCN , TTĐB , thuế_môn_bài ... kế_toán thuế yêu_cầu chuyển_khoản để nộp thuế .",O O O O B-TAX_TYPE I-TAX_TYPE O B-TAX_TYPE I-TAX_TYPE O B-TAX_TYPE O B-TAX_TYPE O O O O O O O O O O O
